Height (cm),Weight (kg),Screen Time (hrs),Junk Food (days/week),Physical Activity (hrs/week),Task Completion (scale),Human-Zombie Score
187,54,3.7514125596257326,2.3884647132515853,8.6588216010235,9.944849784423615,1.8789800436355142
157,40,5.698957285068051,5.444357152376305,3.1030297820076385,4.417368953417833,61.76354970758771
158,40,7.8574430697519935,4.418030823061277,3.476556774928766,3.9915890826544165,61.20957227224214
154,59,8.053917606574405,4.804204831236446,4.573319033749867,2.1869063469835464,61.69339968747569
148,49,10.83671129682272,5.763032077066681,1.2319591680978297,2.0966678886616505,94.37480785146242
150,64,7.236543590695835,5.828047254681481,4.616581344966526,5.3103720898391344,68.18202991034835
155,40,5.64726192894649,4.305398202495471,6.0983582579195525,5.325305207215882,35.9507900573786
155,40,7.901976520781067,4.7328164890390445,5.997591097374947,5.341682503794475,43.703195379934144
140,60,6.833465591311838,5.288113902498712,4.291842332728434,0.7322162353622597,69.76311959272648
170,94,3.364212867194999,2.4683060970697883,9.463197993906602,8.573293533241438,6.022547162926983
140,72,10.676406608385165,5.526994069176569,4.166901636701267,3.7389473423242428,66.67667154456677
154,72,8.150535087106599,6.111523601278531,2.1779698990253604,3.908338172332223,67.06378696181594
178,52,5.887588533504777,2.0956784386243332,8.743832058084774,7.376859488717887,21.03825610738409
155,70,4.353201641472147,3.0158416728776762,8.949308288408385,7.978169078094522,12.892629765485331
161,42,6.718399193847923,3.4080230208159623,6.382128866063964,7.30688180032866,31.542835092418386
169,54,6.272995828525797,3.643062955913085,5.217137881402641,5.9360891686660375,36.37107709426226
159,40,6.662247669281915,5.166172370562934,4.2792814547214,3.1136860640606763,57.019677041787965
169,44,5.709784019942326,4.408548855360233,6.152700924452719,5.504271301938715,43.86015134623204
140,40,9.575987441965891,6.517016499047106,0.37112960900171654,0.0,98.83738380592261
163,61,4.700996245946418,2.771293000262271,8.88797473648612,10.0,10.204481074802807
159,69,4.498695439072471,3.246686884913037,8.979711359951995,6.418407456101957,20.88767560948347
163,72,4.104059192673799,3.6316754798696875,9.472118292707918,8.148674980699976,16.130951788499626
146,66,7.692426041185607,5.3901520442343696,2.6295083392073435,2.197775404286533,65.31083254653984
154,54,5.184789835872451,3.6585372660119164,7.286114247386304,6.39744864698597,25.329160253978213
144,51,8.609046843353877,3.590343850510874,4.944461590057846,6.034508706271829,46.63107728563063
158,50,3.321109597299314,2.994855122968091,7.700837870793644,7.948285114074752,24.442559200160275
168,77,5.730644014664662,2.308711000481013,8.351595706739866,9.654229987166246,15.896958364551972
189,73,3.133295519211303,2.5264083155979926,9.582718663647007,8.53952526105151,11.037514116430513
171,72,7.091729378560313,6.13537469264454,2.394936200760351,4.6997985814537895,65.63295894652734
161,88,3.7448418024654657,1.8282055675456297,8.914511260189574,8.716400254004165,13.81829513486138
166,49,2.3441996038632054,2.8284109587860864,10.0,7.455473416683528,19.65823616800535
163,58,4.628809703612534,3.82093624881481,4.38768015424141,5.017094728878112,36.872517066096414
144,40,8.543144508529254,5.852056708073325,1.6467106163833005,2.6089638567166307,82.09932298479352
164,69,2.7845526989922065,3.17908626111244,7.842613670542826,9.493663822593774,9.710127579306127
143,64,10.81123678237948,6.750110274360902,1.807216499936813,2.8267812462511,83.7944907498804
170,69,2.436467952049563,2.986705591474649,9.998479366979113,8.963501419323002,9.609840789396307
140,62,9.584337400688925,6.730427180055607,0.55285356531917,0.45879940045833134,97.64594650133958
151,43,5.374508783074362,4.290551598000893,6.766831151670307,5.3354556048036,46.86512016477016
144,40,11.714266116532368,7.0,0.79945292809516,0.006151527085022729,97.67610881903371
146,42,5.219618709476974,5.095714764563193,5.261093724785727,4.752097445403669,60.4845519745046
152,76,8.79772124476006,5.286943898132918,2.740663928908919,2.865698370117195,73.92635793983017
167,70,5.0696191615745345,2.568854294894486,8.641832009603249,9.621538868043652,3.9187792254320675
167,48,7.09120448165941,2.3588512968994646,7.531695526799617,6.215294566507074,28.280696257640958
192,55,4.106706820680032,3.137394573357853,8.958312601389546,9.408814492517163,12.01965612131689
158,61,7.6654792503034965,4.346343343999405,7.245771592563975,6.7103103239115125,29.614019752214492
164,80,2.403568701819533,2.773291007511779,9.662359890798339,8.280081441234772,11.872771895424405
166,72,4.398517224363994,4.028207369539624,6.099197566115373,7.178201628496973,31.798317939397602
145,82,5.091161809310987,4.057195330895707,5.976306038319238,7.528787018545692,41.426299451466996
161,72,3.8349395136897066,1.80203625937702,8.6040323724467,10.0,6.4147496348784365
158,48,4.676406912576525,6.137125911734101,3.9496004949115604,2.5089303448300573,69.24721193700198
140,57,8.38900956271971,4.393101905955429,3.665817065519517,3.608165136888854,56.660145420657514
148,80,6.704640566385111,4.434357191871884,7.684444634669962,7.90958061090397,26.53894909394454
153,60,6.23045657683406,4.439472077586702,3.578388293241499,4.331887379105922,52.32480534666997
154,64,5.544878980800062,2.5014443957087784,9.039870804609246,8.956042344722462,9.394051075844168
142,55,7.89225976645883,4.88295591369174,4.6006319394277435,1.9192622119301017,57.59464955561793
140,40,8.03976142154538,6.851604809762622,1.7894263679639602,0.49294365849114513,92.92961975762141
151,78,4.193438381273833,3.3040068836218253,7.2533959499604785,7.357715901132551,31.856895245132367
148,57,6.910935486921692,5.172934248483947,3.993211811587974,2.788442098196835,66.74103799636816
158,44,4.415714651038158,3.2651709515243263,8.489066652666557,8.301746040623533,13.179786240439217
148,48,9.425171323814096,4.865928889403322,2.791586053259296,3.102200888920153,71.63272041185655
169,65,6.033853171368108,3.105835387438835,6.648341985195838,6.960507331009851,28.94060929472011
163,107,3.351926159201285,2.472725447640085,8.436788456479569,8.558161135003273,18.319136200711682
149,58,7.274864993616501,4.879280207821107,4.676283727365985,3.991944277829458,58.65129348100832
164,59,2.2209471043658753,2.1342027967820867,10.0,9.784806490751222,2.0107546187493552
151,65,11.175986229795313,6.0409526909735485,2.1740228412207077,1.1693073785752968,82.89400292173632
158,76,2.4562111894464334,2.169085306628696,10.0,10.0,0.46954761925470656
151,41,7.6436532596956175,5.865822464035654,2.990925061757676,3.9899459942918076,67.781653679623
161,40,4.464940798613168,3.7489718352919637,9.012097294880357,7.401555068688998,27.000797319216485
140,84,6.34708123340182,5.590899778162648,2.8964874323656598,3.4575018804486843,73.5194022122595
146,54,9.616767799706178,6.925281911183763,0.0,0.37857019229406674,96.21885451174383
176,81,5.974081514688702,2.808714422704464,7.842900231724765,7.285751215068998,24.875314351995804
145,58,6.776975933092433,5.541896332174339,4.1806208941468705,5.5201439821473315,57.61573344178369
146,40,4.667747427942821,5.0509624150493195,4.048997898356971,4.006081284038279,59.2041931271839
140,46,6.692824845294558,3.641554907172255,5.218774405512337,5.347115509802359,57.22519057908734
171,51,3.495150824332751,2.9417020092656156,7.170701439673138,8.561198897839136,22.308163264061832
140,40,9.747763361347758,6.310252368393372,0.0,0.8122174648523899,95.2749011516985
154,56,7.577917153777075,4.729702243318626,5.73576700150909,6.162259377545291,44.71253786176273
140,40,7.874547988974071,5.934843974246859,0.8808913598319207,1.223223371082665,84.64086724711278
154,57,7.663093609842065,5.158549735832649,3.1372247274683245,3.370889698579683,69.94792753175044
145,59,5.151600781016861,3.2344506860171527,7.815652368205466,7.348396464470355,29.743695085513366
161,41,6.55507161986409,5.19097861619611,0.49311784589699736,1.7280477763908406,81.37978197024772
145,40,6.304940916315343,3.2508659819033223,6.9729909897942,6.337479644430266,39.65057408469846
146,59,8.726484443697537,6.671673835941239,1.6736993826824391,0.0,88.11031971111616
159,41,5.634442112812799,4.506350469424866,4.430610965326891,4.368545222894023,58.12728726358587
140,57,7.15348763224079,6.992842200843105,0.0,0.8672960558880647,88.17353618548528
141,44,7.783973965854016,4.9402741205978105,2.0074018990634945,2.067317645771328,69.25315900777659
149,44,9.307533054327173,5.658056782198673,1.9903690583117521,1.9990333180724469,72.52542798196406
156,52,7.2457634325314775,4.3387807105603615,4.511745654757394,3.2700737541038567,50.13243819267023
142,64,7.925521958237232,6.206594320946386,0.5199328228575782,0.2819582081133092,95.6083634723224
146,43,6.9963125803034485,5.291441132077935,4.855779162053059,4.421992983206737,64.39901992296375
142,78,6.655005528971625,3.7951389676585934,6.29153244564781,4.765840775486316,42.38550485581797
165,70,9.033965466488578,5.0355789869133405,3.5114330397887485,2.777850906444561,60.639321412792434
176,77,5.395775678139387,2.313927085139363,9.207321449449068,10.0,1.9193198309333526
161,99,5.434918593384509,3.063947885048609,8.36123898552491,5.360951771077389,30.15748166745493
140,73,9.23551524775526,6.5335659359571,3.812275583431694,3.5781598799176875,66.01735374926851
179,89,2.93150929429586,3.157109175647501,8.126985423921923,7.785082829146606,29.007760721044406
151,70,8.089042106913666,5.483818960361466,2.9949843256326973,3.8801425669343055,61.801542899884154
140,59,8.390019467622444,4.105234183906061,5.969423737719209,5.108432778947096,42.87687009457662
193,64,3.8861544274406605,2.7227036030088803,7.935569364265194,9.694173119259323,13.547406422245023
161,40,7.15188865057929,3.578477890034128,6.865174080495536,4.760008922784862,29.828232595603076
140,40,9.023160567702682,4.492352334869145,3.677460458933723,4.241917119609431,56.99649107012649
144,42,8.074097096675395,4.93263769996534,3.9511742512978536,3.9773862943396625,59.08727612481732
155,49,9.533529376699951,4.883614615473485,4.062441539676216,4.342302588882802,57.43252488495788
146,40,7.137111542444128,5.349715947100231,2.09987537789469,2.699117375168422,65.32008198571336
142,40,7.221229767377715,5.06950166607142,2.3149747418173785,2.2248345734485597,65.21032700016889
177,40,8.306898694237244,4.140785094110704,6.11663934416221,4.19552463066519,43.14184354339739
140,50,9.859618431949865,5.8419084217042645,1.168440980572711,1.164029431096219,89.6546595851063
145,67,3.708516632105706,3.692946542346405,5.5127102982279235,6.41706445892853,36.75618700478965
164,50,6.091702941548363,3.8819771362546054,5.113072207259172,5.122532374642065,43.58649252656268
155,41,13.713427742747687,6.481145212153895,1.5435670783224675,0.2960404250740293,89.19233550156721
143,40,5.090152744372865,6.218445284133756,3.2512970022519347,0.9337672195752842,80.61939890460857
140,43,9.910511322083767,5.525502042367483,3.7942894483237652,2.890364601158926,70.38885835403663
177,40,2.9385753333603004,3.382875862709724,8.795838825195766,7.460733816301003,10.022688731230112
140,59,10.229036444186894,5.921889381094069,0.898484683828786,0.0,91.94826137446735
143,57,9.237514180339435,6.165281605563552,1.8476145604497498,1.9533894339939977,71.42412995491114
149,40,7.969281644395161,7.0,0.4285826567414923,0.7155567822208577,99.88470065678665
172,63,1.7089519173525844,2.747708522057838,8.938725047841482,9.70457723814952,14.944830465799374
140,40,7.772084187730239,5.394950713333478,1.1186762790167841,3.1564102805017455,86.81260573682142
170,73,3.9906930433886862,3.0392919030400636,7.8931458562761545,9.70190423504059,16.249293467637482
151,72,4.785165227097305,4.891629713458454,3.8970799518363792,3.671590432809916,61.55595642838442
160,90,4.8511292177266725,2.7347302674458978,9.352232322494368,8.636748327456013,12.381998284944151
149,40,9.824405130698848,5.533194448342807,1.9394053943573115,0.0,84.80082293222344
158,40,9.09873533895659,5.744569519811646,3.3648642802636815,0.11645824386918902,80.73189587250107
155,48,7.320882159807992,4.792282427040741,4.099825605947475,4.706532692417358,56.91007386145933
155,74,3.8719662163223876,4.724017840990355,6.068716275826684,7.677575871154808,40.71832972259997
197,51,3.010312314445997,2.133275658908326,10.0,10.0,6.916699545513804
144,43,7.944517684350098,4.5333529384582265,2.86802603110469,1.6975139964787789,69.74287731445636
163,41,7.335074879303585,4.4090819403987656,6.255978462511001,5.655404975016373,45.35426826780689
157,50,8.250861754648428,6.357904902527928,3.339755740240002,1.9243960899760268,72.20555994703479
163,71,11.565415109190935,6.183112530952505,1.9587733551048454,1.4797965826404231,86.63823259286292
159,40,10.76532151389585,6.504550519594262,0.0,0.0,97.55215050028858
140,48,9.072465473805769,6.4402386616717,3.0477401184964066,1.5766768974625596,85.5803342392611
170,83,3.7605977164505577,1.3544361245388277,8.4263435829432,9.28466490936237,1.1714084185001972
148,63,7.9420410199775855,3.8729120273185322,6.240972643860173,5.496603729356447,35.99780644783639
148,41,6.419672653915606,5.572513407122676,3.6453679630968705,3.5449453197007585,72.9990562424058
162,44,3.6612815629736235,2.729273009337575,7.132770807184649,7.68527708300138,17.162967726144053
141,67,6.1227197067629655,4.501300900905765,5.9758681059132845,4.392471227519131,52.10366062041293
180,65,2.374228143977909,1.934322931285111,8.533419237739068,9.25875814545752,5.433798833925363
160,43,2.965105661052861,2.7418964006204325,6.513211695531644,6.743493295219396,19.999652489640006
160,74,4.026561370225971,1.721226773462577,10.0,9.376264558123287,1.8521794460613972
154,64,7.870722332782631,6.10154120406683,1.559042913811958,1.3904696524141504,79.36977033574206
182,40,5.484116735250033,3.1544028657196987,6.831396025377861,7.196835834653491,22.392468806038014
166,84,4.726781190790693,3.483738297521828,7.957899608893393,6.592520185278043,34.53516806969027
167,59,7.6035402385444755,6.902650983242372,0.0,0.0,92.80812934655908
148,50,9.727971725422092,5.758607379100811,2.4298952533129077,3.414695412883654,70.44144019235328
174,45,5.9204906296101285,3.0403662074257056,9.829103274189388,9.18545725609735,3.1838929531307847
167,40,4.489877378395764,3.2730269367302336,7.714195727537547,8.885926659100802,16.469415649791273
176,46,8.134976798954135,5.0981758578185,3.3307556554327435,4.0610965626543845,62.14784014997635
152,40,9.645750686081541,4.360940334934986,5.828395948953757,5.294311542670343,57.72285886041676
156,75,5.42822998201591,3.317047381448767,9.519179522923716,7.431363586681284,23.78928213745086
140,40,11.287056254893578,6.077523753664838,1.9530827403151956,0.0,93.42139979247938
151,52,8.367442166560176,5.399508359577902,3.1832895701601003,4.796706567270258,61.3965955965896
157,55,8.729394976988424,4.52134258167702,4.609358722204977,5.752144041725945,53.56328030249583
145,65,7.596033960439181,5.558398368500729,4.143341006589798,3.7399318774593606,58.9909976354571
150,40,8.559252775930554,5.1068773911715395,2.758146240556111,2.094359877617179,73.01220295167697
163,59,6.096624017367194,3.5339555061829055,6.993078334358471,7.611362492869425,31.194499547960184
168,40,3.7632279016978365,4.094170210766189,6.189942418978516,5.728223373817779,39.82210622160919
149,72,3.158931734699934,2.735955222401679,8.13393679986508,8.823029742817209,20.984374897512215
192,68,6.3449138100036455,3.627048429452709,9.145209060101683,9.331740442443863,18.619300588033617
140,48,11.741588871233397,7.0,1.7181604911288504,0.6982969405510746,94.43723899839335
143,40,8.82241681073727,6.214532613755782,4.678302638944676,3.5947958567967015,73.95507950492876
172,58,5.005224144443131,4.047970123428398,3.543675063251166,6.120266549803452,49.04588086175671
167,71,6.396054186734672,2.5920093896018495,8.305146275843338,8.507836691953399,22.741462797332325
180,72,4.900384769917232,3.116448615119177,5.926298412493222,5.940850017629873,25.435648177039294
168,61,1.6508123941980601,2.2085143764047057,8.478453013512787,9.299235191420935,5.802916032387562
148,60,6.970230615285877,3.9419124712400437,7.2035999709835545,5.391230296528441,43.44166255581208
160,86,6.521304680793726,2.8919088301752125,6.723154514529476,6.4038852505949695,31.179588199410258
170,40,9.188576570896041,5.739443549846914,2.522440422165677,1.7787633639718972,69.63434888154595
165,44,5.179891506776685,3.6437865341771998,6.0617238129817,5.334519575586766,37.775183929248094
172,74,3.4778193842646825,3.0496602672330244,8.792538755124601,9.087366814331046,17.960367755963482
169,62,1.2124436345337792,3.3498918398533672,10.0,10.0,2.467872839133123
174,61,5.750145700023523,1.3994309876968087,8.245525968201473,8.981951193174442,6.724963146324859
151,53,8.075041495225333,5.3629095223358805,3.4928303793973043,3.09771928080816,67.93927734985672
171,67,8.525624733225223,4.29709772998381,4.620405368408332,6.299295161090828,45.36968445560453
172,63,6.367696376376944,4.685106695360354,4.187564395404018,3.8223449517896317,53.65792111087222
140,68,11.843932533132321,6.450676948156101,0.3166852741254045,0.19562864172886396,89.6671293040342
140,63,7.201148333088924,7.0,1.6117999922106951,1.411898059370315,99.03389473967043
157,74,4.7635206660613525,2.514884992005139,7.4679755188397925,7.466506687277334,21.689698439847394
144,52,6.421871887450964,5.31019108094324,2.0739801104073505,5.362788640754371,66.30782031001007
152,59,3.935224767706938,3.056142185348904,7.590089292562828,8.951654684942714,26.332237673715063
169,70,1.1532712890849748,1.558644392379094,10.0,7.688827394484824,2.065099946572868
145,74,7.3423931546058,5.618791601044598,3.716012630078839,0.0,75.83786538361414
155,40,8.103445208565088,2.6773821448580115,6.581239893268542,5.5571622095182,32.00171508224678
164,44,4.838929294650889,2.6178583429615276,5.809429646224741,6.367347710546719,38.3463894171898
140,70,8.74192862584562,5.040696398520826,5.049238639603886,3.811497106009841,58.831711355360575
141,52,5.889472944202755,5.91315214924093,0.5165438753406624,0.4939286693252283,83.10484552361905
149,85,11.064697144112834,5.248423604415566,4.5800806298789,2.132278389174191,62.89818435911487
150,47,9.08262695933084,6.740746815786985,1.6250247141386338,2.1234056767145377,87.26506554473953
169,53,6.2832172850668755,4.047420303794444,7.79931911545377,7.592169794079457,27.354203481563577
143,40,10.445815583446445,6.338270191922756,2.603869187604235,2.0178620725205536,79.80468339125638
175,49,3.439400509290876,3.2692804158042725,7.2391908658072275,8.108077127619353,18.56359443059522
140,40,10.306875829106867,6.7583512057515485,0.6765017382169877,0.0,95.27916569719446
147,60,7.405527911866821,6.109821580420875,1.9957560624493884,5.055615454055873,68.74882763878153
164,61,3.4832024224571496,2.661792185938673,8.917553317640452,7.582278508776467,21.550767711355846
145,53,7.325437718567187,6.532867043765537,0.0,1.3522263999577524,94.73705904889242
152,79,7.9639290054780325,4.988877090674731,3.929259832388997,2.048174920916333,73.08558067701578
167,62,5.897590074292207,3.4460075235292464,7.749951343028103,6.631602488449786,25.39416425950258
165,61,5.8869565568233835,2.797617511992221,6.86229655223614,7.664145646702231,21.331197736748198
140,49,6.971532008978071,4.787725784903877,3.7854605013662397,4.560126385378987,51.82007139306633
159,62,3.8012478414571818,2.271572725516403,8.842301026477923,9.814187340136005,2.5662718054531575
161,93,4.916876265484714,4.0586184942140715,7.410421081685444,8.923144001481743,20.74700754411094
157,80,4.866613990445872,3.66369675170082,6.170999552375298,6.013226036282942,42.46854687515062
154,60,3.313810037504716,3.9281849162786218,4.209467437898654,7.1833658121300665,37.41699803342256
152,70,5.401645726806101,4.249165269970053,4.374501368005743,6.84032160966027,46.35754243648107
163,40,2.5441342591092715,4.0709069938533675,6.8854187474993855,5.344460656601249,27.76287062947319
150,54,8.344075320723352,4.803102558602358,5.635983038194574,3.3496279932793187,58.67843464581688
145,49,12.784218544759106,5.676157574204775,1.1032349894551094,0.0,86.38556059232315
145,73,5.340505737029768,1.7603305349393414,8.670085798597244,7.369395636434822,11.75318559620331
157,40,6.199796840929432,4.605511905706075,3.1703819027605276,3.6738735165238534,51.73791071541142
173,55,3.9495365058204,3.295491182114871,8.585764350238746,8.775867489148284,13.206810634515332
140,53,9.74889727206737,5.512660100148909,1.7413221804272767,3.123683433111164,71.68596811925937
169,49,4.8710453650259815,4.377926121336061,6.817411147923493,6.926124425183996,39.60597028072937
157,56,7.157355083663167,4.791070321511932,6.514740798557947,4.459007506179351,56.5421311858509
183,40,1.0279972124936663,2.545187178227896,8.754683784886291,8.137719991001395,18.32798362140786
159,40,2.339096000660984,3.3370657684739746,7.450078191000051,8.829778240077578,14.484775934337723
143,66,5.562341956058246,3.337587349800687,5.767059269401721,6.089870239854241,48.80562806489546
165,52,6.443689215109467,3.5127448776612757,5.5792667367448106,5.012609804624135,35.561273784995564
140,40,8.431549772306692,6.7862669149952906,0.27652654524866116,0.0,94.04319452528131
140,61,9.284996001641636,5.342203197872854,2.484658473606537,2.1521227683885966,76.53252538069653
151,56,8.51538716918736,5.898145110872218,3.760689580690314,1.9778666561342468,74.86636198505472
143,40,12.115065087712903,6.988652633107776,1.0679639835626131,1.5670793172396178,90.37197397459335
177,64,1.9706850957073396,2.3354170046484413,9.764433390289371,7.750063898604452,8.342243544201855
148,47,3.8365177231899663,4.600521193813486,4.544598765820953,3.505758013536849,55.219246992240656
147,53,3.4351357960415934,4.7206649515533075,4.7738308830887215,5.186522305389141,58.44760689557689
157,62,9.51070938500192,6.477648532708101,0.27788467805689454,1.8345106942999563,96.19363785472291
148,52,6.7717598799643195,3.4025939071817297,8.306705023890501,7.312232252994307,29.214752679254886
151,71,4.963786534505707,2.9959416565600847,6.157792124013401,8.89973618366981,24.08287799154468
161,86,4.689748985116107,2.3961574340520713,8.235674212614837,9.758829383311356,10.029394226549782
180,69,3.0407032542975587,3.3880481601074544,8.722795517463032,10.0,1.6429629591474204
140,47,9.862803491828931,6.239098526073278,0.011416053449482044,0.0,92.95293167921905
146,70,5.422045341424061,5.4644294601661025,2.3215496900712935,2.3924263888340547,66.99165465909101
148,64,11.394625883158106,5.993407752185611,2.6428542858300847,1.3852522295888576,78.51529120231378
159,60,5.6957437913104245,4.416305262909768,6.531697196552534,6.380660596476662,28.17301057539491
152,50,5.1311965898276295,4.440253435257015,4.099485334836522,2.7594773617185195,58.64101661863267
183,63,0.5022642688515688,2.2998563906288556,8.825381369977405,7.810214626221328,6.395526612098113
169,66,7.198995447307693,4.073145178334773,4.386793488289469,4.977330611790184,48.56275959346229
149,40,9.678481152741856,7.0,0.32524349037263095,0.9849381519289228,97.74951397444468
158,40,8.710761588034885,6.887551753675528,0.0,0.9474012252469943,87.65052453165907
169,48,7.517728430971996,3.317297388740035,5.529296189970882,6.277575173248354,33.81589518368456
140,72,8.87806522126619,6.69428079038075,0.0,0.0,96.15701545414986
173,68,3.3471416907786073,3.579741767265094,6.98270385552598,7.825397488155941,23.170162647120453
145,77,10.731901502066368,6.745171445093803,0.43088437572122146,0.20729500123142536,94.93188224156815
144,59,10.498491454909859,6.735548157245591,1.746132814410921,0.0,94.13777047064985
156,57,6.659030390127954,5.600435547396182,1.1714701959036082,4.413689589522711,79.92025873523917
166,47,8.59728521776776,5.907993418125269,5.2776250440043935,4.03373864884604,63.044793686679114
148,65,12.06138638284633,6.156837875748127,1.1299405030127119,1.6203618105159918,87.4287966624947
163,53,4.547832278138484,3.3243563582317712,7.50345329286122,7.383101883463722,29.302028450779673
144,89,8.031186609183763,6.0953925228630625,1.6799729379089927,1.9349208805008196,84.89435553129182
143,56,6.234274021865906,5.575064901639973,4.393697923167384,4.0040357497776276,61.78766919175238
164,66,4.369771011070865,2.6491513614264868,10.0,10.0,1.323685775889949
143,53,6.763259495802691,3.6439147290449534,7.946315884214613,9.069999421777318,34.72335179322196
158,80,2.370001059519551,2.7439968970504136,7.540963612158706,8.139447970390364,14.814086094816503
140,40,11.579572276305107,7.0,0.0,0.03213167169703504,98.18293898182532
170,64,8.26191606839571,4.489742930535769,5.646011267376811,4.38159693237157,47.837030703998806
187,46,6.923638676141693,4.879564816228902,3.9627584856377136,4.2518122171655195,49.73913654986627
153,42,4.197788325099174,5.746987993040182,3.996457184330266,4.820239573491643,63.94725163987236
140,58,6.768658422399636,3.523843636437409,6.239367999799575,7.074770657200811,36.85846061296175
175,71,1.520739767551806,2.5715958157678394,7.631636515169726,8.948105012800635,13.690027168559894
143,40,9.864570209131905,6.084643229474125,2.123225666412673,1.611603688383846,82.21177331942455
160,68,5.850339044797568,2.7037216194022258,9.075202035807045,8.22456741570421,18.984791190275796
171,53,8.016545028244018,3.4335999027103528,3.943723408920081,4.352804494386889,51.131898254645606
151,45,0.6471628141829777,2.7223297095528647,9.359424905923918,7.694501520275715,22.431702897473926
174,59,2.5927151498282566,2.0845255648154275,9.259170928928256,9.520934679627446,9.784448449403405
140,40,10.14908832273677,6.431173255801495,1.2498891453929024,0.7668232967222894,86.21915174216834
140,40,9.687220482987215,7.0,0.6631276651996016,0.4987829489590519,97.29194890231302
143,65,7.438489796994539,6.955255004128238,0.0,0.0,96.08346580630001
140,43,8.688619917321233,6.671183508709058,1.7097364708448577,0.0,90.6555499221179
154,52,8.4102438405857,5.414081139332692,2.524443447046675,2.6202712089174693,77.40473326986388
160,78,2.7638887711428817,2.933903897600219,6.211791259486667,6.410886082875181,33.31451520286419
178,52,6.12608918364619,2.806061946480909,9.5261410759002,9.970833389970535,8.110138998799677
154,45,7.0674729940403695,3.2974074018626838,6.332522064635624,5.451233685048178,40.72411714138073
148,62,4.849680363726003,4.141313822313445,6.616710928489336,8.983103989329507,23.223414217094273
167,40,2.8242299210396267,2.808437354278513,8.768817651616757,9.359435681554013,13.248763475798297
153,62,2.9045404815082407,2.3245873503763224,7.873435641031835,9.918497681844748,5.342718178682526
151,40,7.099036227956155,5.822619414977155,4.557862593970807,0.29685465274751177,72.55943642105788
181,82,1.5931536048825872,1.8262121727913438,9.782267714951843,10.0,1.1427458625031028
152,40,8.617514810567316,6.213914223920092,1.9889514301253066,1.701911419971723,77.05807485027762
157,90,5.68361191914535,2.6680452224486078,7.125825543159943,8.389789441465782,14.694664540037506
